      Time   Sample #  Type  Sub Chan  Num	Aux
   16:01.648   240412     N    0    0    0
   16:02.520   240630     N    0    0    0
   16:03.416   240854     N    0    0    0
   16:04.292   241073     N    0    0    0
   16:05.144   241286     N    0    0    0
   16:06.008   241502     N    0    0    0
   16:06.876   241719     N    0    0    0
   16:07.776   241944     N    0    0    0
   16:08.628   242157     N    0    0    0
   16:09.476   242369     N    0    0    0
   16:10.360   242590     N    0    0    0
   16:11.236   242809     N    0    0    0
   16:11.684   242921     V    0    0    0
   16:12.968   243242     N    0    0    0
   16:13.812   243453     N    0    0    0
   16:14.664   243666     N    0    0    0
   16:15.488   243872     N    0    0    0
   16:16.304   244076     N    0    0    0
   16:17.132   244283     N    0    0    0
   16:17.956   244489     N    0    0    0
   16:18.812   244703     N    0    0    0
   16:19.664   244916     N    0    0    0
   16:20.504   245126     N    0    0    0
   16:21.384   245346     N    0    0    0
   16:22.288   245572     N    0    0    0
   16:23.196   245799     N    0    0    0
   16:24.084   246021     N    0    0    0
   16:24.500   246125     V    0    0    0
   16:25.864   246466     N    0    0    0
   16:26.760   246690     N    0    0    0
   16:27.616   246904     N    0    0    0
   16:28.476   247119     N    0    0    0
   16:29.336   247334     N    0    0    0
   16:30.196   247549     N    0    0    0
   16:31.060   247765     N    0    0    0
   16:31.900   247975     N    0    0    0
   16:32.756   248189     N    0    0    0
   16:33.616   248404     N    0    0    0
   16:34.104   248526     V    0    0    0
   16:35.404   248851     N    0    0    0
   16:36.248   249062     N    0    0    0
   16:37.076   249269     N    0    0    0
   16:37.928   249482     N    0    0    0
   16:38.760   249690     N    0    0    0
   16:39.584   249896     N    0    0    0
   16:40.432   250108     N    0    0    0
   16:41.288   250322     N    0    0    0
   16:42.156   250539     N    0    0    0
   16:43.020   250755     N    0    0    0
   16:43.900   250975     N    0    0    0
   16:44.500   251125     N    0    0    0
   16:45.596   251399     N    0    0    0
   16:46.512   251628     N    0    0    0
   16:47.388   251847     N    0    0    0
   16:48.264   252066     N    0    0    0
   16:49.120   252280     N    0    0    0
   16:49.972   252493     N    0    0    0
   16:50.820   252705     N    0    0    0
   16:51.676   252919     N    0    0    0
   16:52.508   253127     N    0    0    0
   16:53.332   253333     N    0    0    0
   16:54.152   253538     N    0    0    0
   16:54.956   253739     N    0    0    0
   16:55.752   253938     N    0    0    0
   16:56.580   254145     N    0    0    0
   16:57.372   254343     N    0    0    0
   16:58.144   254536     N    0    0    0
   16:58.908   254727     N    0    0    0
   16:59.672   254918     N    0    0    0
   17:00.404   255101     N    0    0    0
   17:00.816   255204     V    0    0    0
   17:01.908   255477     N    0    0    0
   17:02.632   255658     N    0    0    0
   17:03.360   255840     N    0    0    0
   17:04.068   256017     N    0    0    0
   17:04.760   256190     N    0    0    0
   17:05.464   256366     N    0    0    0
   17:06.176   256544     N    0    0    0
   17:06.896   256724     N    0    0    0
   17:07.628   256907     N    0    0    0
   17:08.376   257094     N    0    0    0
   17:09.168   257292     N    0    0    0
   17:09.968   257492     N    0    0    0
   17:10.808   257702     N    0    0    0
   17:11.660   257915     N    0    0    0
   17:12.528   258132     N    0    0    0
   17:13.440   258360     N    0    0    0
   17:14.412   258603     N    0    0    0
   17:15.344   258836     N    0    0    0
   17:15.812   258953     V    0    0    0
   17:17.148   259287     N    0    0    0
   17:18.024   259506     N    0    0    0
   17:18.864   259716     N    0    0    0
   17:19.692   259923     N    0    0    0
   17:20.472   260118     N    0    0    0
   17:21.252   260313     N    0    0    0
   17:22.096   260524     N    0    0    0
   17:22.944   260736     N    0    0    0
   17:23.768   260942     N    0    0    0
   17:24.628   261157     N    0    0    0
   17:25.468   261367     N    0    0    0
   17:25.920   261480     V    0    0    0
   17:27.188   261797     N    0    0    0
   17:28.052   262013     N    0    0    0
   17:28.924   262231     N    0    0    0
   17:29.780   262445     N    0    0    0
   17:30.616   262654     N    0    0    0
   17:31.468   262867     N    0    0    0
   17:32.284   263071     N    0    0    0
   17:33.120   263280     N    0    0    0
   17:33.960   263490     N    0    0    0
   17:34.804   263701     N    0    0    0
   17:35.688   263922     N    0    0    0
   17:36.592   264148     N    0    0    0
   17:37.104   264276     V    0    0    0
   17:38.388   264597     N    0    0    0
   17:39.260   264815     N    0    0    0
   17:40.136   265034     N    0    0    0
   17:41.008   265252     N    0    0    0
   17:41.860   265465     N    0    0    0
   17:42.708   265677     N    0    0    0
   17:43.572   265893     N    0    0    0
   17:44.428   266107     N    0    0    0
   17:45.308   266327     N    0    0    0
   17:46.184   266546     N    0    0    0
   17:46.616   266654     V    0    0    0
   17:47.924   266981     N    0    0    0
   17:48.772   267193     N    0    0    0
   17:49.644   267411     N    0    0    0
   17:50.508   267627     N    0    0    0
   17:51.372   267843     N    0    0    0
   17:52.240   268060     N    0    0    0
   17:53.092   268273     N    0    0    0
   17:53.944   268486     N    0    0    0
   17:54.816   268704     N    0    0    0
   17:55.696   268924     N    0    0    0
   17:56.572   269143     N    0    0    0
   17:57.448   269362     N    0    0    0
   17:58.348   269587     N    0    0    0
   17:59.252   269813     N    0    0    0
   18:00.156   270039     N    0    0    0
   18:01.028   270257     N    0    0    0
   18:01.444   270361     V    0    0    0
   18:02.784   270696     N    0    0    0
   18:03.676   270919     N    0    0    0
   18:04.536   271134     N    0    0    0
   18:05.376   271344     N    0    0    0
   18:06.220   271555     N    0    0    0
   18:07.064   271766     N    0    0    0
   18:07.892   271973     N    0    0    0
   18:08.720   272180     N    0    0    0
   18:09.548   272387     N    0    0    0
   18:10.388   272597     N    0    0    0
   18:11.220   272805     N    0    0    0
   18:12.052   273013     N    0    0    0
   18:12.904   273226     N    0    0    0
   18:13.756   273439     N    0    0    0
   18:14.628   273657     N    0    0    0
   18:15.512   273878     N    0    0    0
   18:16.384   274096     N    0    0    0
   18:17.268   274317     N    0    0    0
   18:18.160   274540     N    0    0    0
   18:19.048   274762     N    0    0    0
   18:19.928   274982     N    0    0    0
   18:20.804   275201     N    0    0    0
   18:21.668   275417     N    0    0    0
   18:22.556   275639     N    0    0    0
   18:23.436   275859     N    0    0    0
   18:24.292   276073     N    0    0    0
   18:25.140   276285     N    0    0    0
   18:25.988   276497     N    0    0    0
   18:26.836   276709     N    0    0    0
   18:27.680   276920     N    0    0    0
   18:28.092   277023     V    0    0    0
   18:29.388   277347     N    0    0    0
   18:30.232   277558     N    0    0    0
   18:31.072   277768     N    0    0    0
   18:31.932   277983     N    0    0    0
   18:32.796   278199     N    0    0    0
   18:33.668   278417     N    0    0    0
   18:34.532   278633     N    0    0    0
   18:35.424   278856     N    0    0    0
   18:36.324   279081     N    0    0    0
   18:37.224   279306     N    0    0    0
   18:38.124   279531     N    0    0    0
   18:39.036   279759     N    0    0    0
   18:39.952   279988     N    0    0    0
   18:40.428   280107     V    0    0    0
   18:41.752   280438     N    0    0    0
   18:42.636   280659     N    0    0    0
   18:43.540   280885     N    0    0    0
   18:44.428   281107     N    0    0    0
   18:45.296   281324     N    0    0    0
   18:45.836   281459     N    0    0    0
   18:46.936   281734     N    0    0    0
   18:47.820   281955     N    0    0    0
   18:48.668   282167     N    0    0    0
   18:49.516   282379     N    0    0    0
   18:50.380   282595     N    0    0    0
   18:51.260   282815     N    0    0    0
   18:52.160   283040     N    0    0    0
   18:53.036   283259     N    0    0    0
   18:53.912   283478     N    0    0    0
   18:54.824   283706     N    0    0    0
   18:55.736   283934     N    0    0    0
   18:56.620   284155     N    0    0    0
   18:57.484   284371     N    0    0    0
   18:58.364   284591     N    0    0    0
   18:59.244   284811     N    0    0    0
   18:59.712   284928     V    0    0    0
   19:00.976   285244     N    0    0    0
   19:01.836   285459     N    0    0    0
   19:02.696   285674     N    0    0    0
   19:03.552   285888     N    0    0    0
   19:04.388   286097     N    0    0    0
   19:05.232   286308     N    0    0    0
   19:06.104   286526     N    0    0    0
   19:06.980   286745     N    0    0    0
   19:07.860   286965     N    0    0    0
   19:08.732   287183     N    0    0    0
   19:09.624   287406     N    0    0    0
   19:10.540   287635     N    0    0    0
   19:11.444   287861     N    0    0    0
   19:12.324   288081     N    0    0    0
   19:12.752   288188     V    0    0    0
   19:14.084   288521     N    0    0    0
   19:14.960   288740     N    0    0    0
   19:15.816   288954     N    0    0    0
   19:16.672   289168     N    0    0    0
   19:17.540   289385     N    0    0    0
   19:18.408   289602     N    0    0    0
   19:19.268   289817     N    0    0    0
   19:20.124   290031     N    0    0    0
   19:21.004   290251     N    0    0    0
   19:21.888   290472     N    0    0    0
   19:22.796   290699     N    0    0    0
   19:23.688   290922     N    0    0    0
   19:24.596   291149     N    0    0    0
   19:25.492   291373     N    0    0    0
   19:26.404   291601     N    0    0    0
   19:27.308   291827     N    0    0    0
   19:28.192   292048     N    0    0    0
   19:29.104   292276     N    0    0    0
   19:30.008   292502     N    0    0    0
   19:30.888   292722     N    0    0    0
   19:31.752   292938     N    0    0    0
   19:32.604   293151     N    0    0    0
   19:33.452   293363     N    0    0    0
   19:34.304   293576     N    0    0    0
   19:35.136   293784     N    0    0    0
   19:35.992   293998     N    0    0    0
   19:36.832   294208     N    0    0    0
   19:37.688   294422     N    0    0    0
   19:38.540   294635     N    0    0    0
   19:39.400   294850     N    0    0    0
   19:40.272   295068     N    0    0    0
   19:41.160   295290     N    0    0    0
   19:42.036   295509     N    0    0    0
   19:42.912   295728     N    0    0    0
   19:43.364   295841     V    0    0    0
   19:44.680   296170     N    0    0    0
   19:45.564   296391     N    0    0    0
   19:46.412   296603     N    0    0    0
   19:47.288   296822     N    0    0    0
   19:48.160   297040     N    0    0    0
   19:49.024   297256     N    0    0    0
   19:49.880   297470     N    0    0    0
   19:50.740   297685     N    0    0    0
   19:51.600   297900     N    0    0    0
   19:52.456   298114     N    0    0    0
   19:53.304   298326     N    0    0    0
   19:53.740   298435     V    0    0    0
   19:55.044   298761     N    0    0    0
   19:55.904   298976     N    0    0    0
   19:56.744   299186     N    0    0    0
   19:57.596   299399     N    0    0    0
   19:58.460   299615     N    0    0    0
   19:59.332   299833     N    0    0    0
   20:00.184   300046     N    0    0    0
   20:01.024   300256     N    0    0    0
   20:01.888   300472     N    0    0    0
   20:02.756   300689     N    0    0    0
   20:03.632   300908     N    0    0    0
   20:04.488   301122     N    0    0    0
   20:05.352   301338     N    0    0    0
   20:06.220   301555     N    0    0    0
   20:07.088   301772     N    0    0    0
   20:07.948   301987     N    0    0    0
   20:08.828   302207     N    0    0    0
   20:09.692   302423     N    0    0    0
   20:10.584   302646     N    0    0    0
   20:11.456   302864     N    0    0    0
   20:12.312   303078     N    0    0    0
   20:13.184   303296     N    0    0    0
   20:14.052   303513     N    0    0    0
   20:14.908   303727     N    0    0    0
   20:15.364   303841     V    0    0    0
   20:16.616   304154     N    0    0    0
   20:17.456   304364     N    0    0    0
   20:18.300   304575     N    0    0    0
   20:19.124   304781     N    0    0    0
   20:19.952   304988     N    0    0    0
   20:20.800   305200     N    0    0    0
   20:21.656   305414     N    0    0    0
   20:22.520   305630     N    0    0    0
   20:23.372   305843     N    0    0    0
   20:24.248   306062     N    0    0    0
   20:25.128   306282     N    0    0    0
   20:25.996   306499     N    0    0    0
   20:26.408   306602     V    0    0    0
   20:27.728   306932     N    0    0    0
   20:28.584   307146     N    0    0    0
   20:29.440   307360     N    0    0    0
   20:30.272   307568     N    0    0    0
   20:31.108   307777     N    0    0    0
   20:31.960   307990     N    0    0    0
   20:32.800   308200     N    0    0    0
   20:33.636   308409     N    0    0    0
   20:34.480   308620     N    0    0    0
   20:35.336   308834     N    0    0    0
   20:35.784   308946     V    0    0    0
   20:37.060   309265     N    0    0    0
   20:37.896   309474     N    0    0    0
   20:38.752   309688     N    0    0    0
   20:39.608   309902     N    0    0    0
   20:40.440   310110     N    0    0    0
   20:41.268   310317     N    0    0    0
   20:42.112   310528     N    0    0    0
   20:42.972   310743     N    0    0    0
   20:43.840   310960     N    0    0    0
   20:44.692   311173     N    0    0    0
   20:45.540   311385     N    0    0    0
   20:45.968   311492     V    0    0    0
   20:47.256   311814     N    0    0    0
   20:48.128   312032     N    0    0    0
   20:48.960   312240     N    0    0    0
   20:49.792   312448     N    0    0    0
   20:50.648   312662     N    0    0    0
   20:51.492   312873     N    0    0    0
   20:52.320   313080     N    0    0    0
   20:53.156   313289     N    0    0    0
   20:54.008   313502     N    0    0    0
   20:54.880   313720     N    0    0    0
   20:55.736   313934     N    0    0    0
   20:56.584   314146     N    0    0    0
   20:56.988   314247     V    0    0    0
   20:58.296   314574     N    0    0    0
   20:59.164   314791     N    0    0    0
   21:00.004   315001     N    0    0    0
   21:00.840   315210     N    0    0    0
   21:01.668   315417     N    0    0    0
   21:02.508   315627     N    0    0    0
   21:03.332   315833     N    0    0    0
   21:04.176   316044     N    0    0    0
   21:05.004   316251     N    0    0    0
   21:05.844   316461     N    0    0    0
   21:06.688   316672     N    0    0    0
   21:07.116   316779     V    0    0    0
   21:08.368   317092     N    0    0    0
   21:09.212   317303     N    0    0    0
   21:10.040   317510     N    0    0    0
   21:10.880   317720     N    0    0    0
   21:11.728   317932     N    0    0    0
   21:12.576   318144     N    0    0    0
   21:13.420   318355     N    0    0    0
   21:14.256   318564     N    0    0    0
   21:15.120   318780     N    0    0    0
   21:15.604   318901     V    0    0    0
   21:16.880   319220     N    0    0    0
   21:17.716   319429     N    0    0    0
   21:18.576   319644     N    0    0    0
   21:19.412   319853     N    0    0    0
   21:20.240   320060     N    0    0    0
   21:21.000   320250     N    0    0    0
   21:21.396   320349     V    0    0    0
   21:22.684   320671     N    0    0    0
   21:23.464   320866     N    0    0    0
   21:24.212   321053     N    0    0    0
   21:24.976   321244     N    0    0    0
   21:25.764   321441     N    0    0    0
   21:26.532   321633     N    0    0    0
   21:27.264   321816     N    0    0    0
   21:28.020   322005     N    0    0    0
   21:28.760   322190     N    0    0    0
   21:29.508   322377     N    0    0    0
   21:30.228   322557     N    0    0    0
   21:30.952   322738     N    0    0    0
   21:31.688   322922     N    0    0    0
   21:32.424   323106     N    0    0    0
   21:33.144   323286     N    0    0    0
   21:33.844   323461     N    0    0    0
   21:34.552   323638     N    0    0    0
   21:35.268   323817     N    0    0    0
   21:35.988   323997     N    0    0    0
   21:36.744   324186     N    0    0    0
   21:37.524   324381     N    0    0    0
   21:38.304   324576     N    0    0    0
   21:39.096   324774     N    0    0    0
   21:39.888   324972     N    0    0    0
   21:40.684   325171     N    0    0    0
   21:41.484   325371     N    0    0    0
   21:42.300   325575     N    0    0    0
   21:43.116   325779     N    0    0    0
   21:43.912   325978     N    0    0    0
   21:44.324   326081     V    0    0    0
   21:45.560   326390     N    0    0    0
   21:46.360   326590     N    0    0    0
   21:47.132   326783     N    0    0    0
   21:47.916   326979     N    0    0    0
   21:48.680   327170     N    0    0    0
   21:49.448   327362     N    0    0    0
   21:50.228   327557     N    0    0    0
   21:51.004   327751     N    0    0    0
   21:51.808   327952     N    0    0    0
   21:52.624   328156     N    0    0    0
   21:53.444   328361     N    0    0    0
   21:54.276   328569     N    0    0    0
   21:55.112   328778     N    0    0    0
   21:55.644   328911     V    0    0    0
   21:56.876   329219     N    0    0    0
   21:57.740   329435     N    0    0    0
   21:58.584   329646     N    0    0    0
   21:59.444   329861     N    0    0    0
   22:00.284   330071     N    0    0    0
   22:01.096   330274     N    0    0    0
   22:01.924   330481     N    0    0    0
   22:02.740   330685     N    0    0    0
   22:03.540   330885     N    0    0    0
   22:03.956   330989     V    0    0    0
   22:05.160   331290     N    0    0    0
   22:05.932   331483     N    0    0    0
   22:06.704   331676     N    0    0    0
   22:07.452   331863     N    0    0    0
   22:08.180   332045     N    0    0    0
   22:08.932   332233     N    0    0    0
   22:09.676   332419     N    0    0    0
   22:10.420   332605     N    0    0    0
   22:11.176   332794     N    0    0    0
   22:11.952   332988     N    0    0    0
   22:12.728   333182     N    0    0    0
   22:13.520   333380     N    0    0    0
   22:14.312   333578     N    0    0    0
   22:15.164   333791     N    0    0    0
   22:16.044   334011     N    0    0    0
   22:16.904   334226     N    0    0    0
   22:17.764   334441     N    0    0    0
   22:18.668   334667     N    0    0    0
   22:19.572   334893     N    0    0    0
   22:20.468   335117     N    0    0    0
   22:21.352   335338     N    0    0    0
   22:21.776   335444     V    0    0    0
   22:23.140   335785     N    0    0    0
   22:24.016   336004     N    0    0    0
   22:24.856   336214     N    0    0    0
   22:25.688   336422     N    0    0    0
   22:26.528   336632     N    0    0    0
   22:27.388   336847     N    0    0    0
   22:28.232   337058     N    0    0    0
   22:29.072   337268     N    0    0    0
   22:29.960   337490     N    0    0    0
   22:30.868   337717     N    0    0    0
   22:31.800   337950     N    0    0    0
   22:32.720   338180     N    0    0    0
   22:33.632   338408     N    0    0    0
   22:34.588   338647     N    0    0    0
   22:35.544   338886     N    0    0    0
   22:36.484   339121     N    0    0    0
   22:37.400   339350     N    0    0    0
   22:38.348   339587     N    0    0    0
   22:39.308   339827     N    0    0    0
   22:40.260   340065     N    0    0    0
   22:41.168   340292     N    0    0    0
   22:42.072   340518     N    0    0    0
   22:42.984   340746     N    0    0    0
   22:43.904   340976     N    0    0    0
   22:44.800   341200     N    0    0    0
   22:45.668   341417     N    0    0    0
   22:46.552   341638     N    0    0    0
   22:47.448   341862     N    0    0    0
   22:48.344   342086     N    0    0    0
   22:49.208   342302     N    0    0    0
   22:50.088   342522     N    0    0    0
   22:50.984   342746     N    0    0    0
   22:51.872   342968     N    0    0    0
   22:52.740   343185     N    0    0    0
   22:53.600   343400     N    0    0    0
   22:54.472   343618     N    0    0    0
   22:54.912   343728     V    0    0    0
   22:56.204   344051     N    0    0    0
   22:57.024   344256     N    0    0    0
   22:57.852   344463     N    0    0    0
   22:58.648   344662     N    0    0    0
   22:59.428   344857     N    0    0    0
   23:00.224   345056     N    0    0    0
   23:01.020   345255     N    0    0    0
   23:01.816   345454     N    0    0    0
   23:02.656   345664     N    0    0    0
   23:03.496   345874     N    0    0    0
   23:04.336   346084     N    0    0    0
   23:05.192   346298     N    0    0    0
   23:05.648   346412     V    0    0    0
   23:06.900   346725     N    0    0    0
   23:07.740   346935     N    0    0    0
   23:08.544   347136     N    0    0    0
   23:09.388   347347     N    0    0    0
   23:10.256   347564     N    0    0    0
   23:11.100   347775     N    0    0    0
   23:11.944   347986     N    0    0    0
   23:12.812   348203     N    0    0    0
   23:13.680   348420     N    0    0    0
   23:14.552   348638     N    0    0    0
   23:15.404   348851     N    0    0    0
   23:16.276   349069     N    0    0    0
   23:16.720   349180     V    0    0    0
   23:18.036   349509     N    0    0    0
   23:18.892   349723     N    0    0    0
   23:19.728   349932     N    0    0    0
   23:20.564   350141     N    0    0    0
   23:21.400   350350     N    0    0    0
   23:22.224   350556     N    0    0    0
   23:23.060   350765     N    0    0    0
   23:23.916   350979     N    0    0    0
   23:24.772   351193     N    0    0    0
   23:25.644   351411     N    0    0    0
   23:26.496   351624     N    0    0    0
   23:27.384   351846     N    0    0    0
   23:28.276   352069     N    0    0    0
   23:29.168   352292     N    0    0    0
   23:29.684   352421     V    0    0    0
   23:31.008   352752     N    0    0    0
   23:31.920   352980     N    0    0    0
   23:32.808   353202     N    0    0    0
   23:33.680   353420     N    0    0    0
   23:34.544   353636     N    0    0    0
   23:35.420   353855     N    0    0    0
   23:36.288   354072     N    0    0    0
   23:37.156   354289     N    0    0    0
   23:38.016   354504     N    0    0    0
   23:38.896   354724     N    0    0    0
   23:39.384   354846     V    0    0    0
   23:40.680   355170     N    0    0    0
   23:41.564   355391     N    0    0    0
   23:42.440   355610     N    0    0    0
   23:43.228   355807     N    0    0    0
   23:44.168   356042     N    0    0    0
   23:44.996   356249     N    0    0    0
   23:45.828   356457     N    0    0    0
   23:46.672   356668     N    0    0    0
   23:47.512   356878     N    0    0    0
   23:48.352   357088     N    0    0    0
   23:49.212   357303     N    0    0    0
   23:50.080   357520     N    0    0    0
   23:50.508   357627     V    0    0    0
   23:51.844   357961     N    0    0    0
   23:52.712   358178     N    0    0    0
   23:53.584   358396     N    0    0    0
   23:54.452   358613     N    0    0    0
   23:55.304   358826     N    0    0    0
   23:56.148   359037     N    0    0    0
   23:57.004   359251     N    0    0    0
   23:57.872   359468     N    0    0    0
   23:58.740   359685     N    0    0    0
   23:59.596   359899     N    0    0    0
   24:00.476   360119     N    0    0    0
   24:01.016   360254     V    0    0    0
   24:02.256   360564     N    0    0    0
   24:03.124   360781     N    0    0    0
   24:04.008   361002     N    0    0    0
   24:04.892   361223     N    0    0    0
   24:05.772   361443     N    0    0    0
   24:06.636   361659     N    0    0    0
   24:07.524   361881     N    0    0    0
   24:08.424   362106     N    0    0    0
   24:09.360   362340     N    0    0    0
   24:10.272   362568     N    0    0    0
   24:11.164   362791     N    0    0    0
   24:12.088   363022     N    0    0    0
   24:13.016   363254     N    0    0    0
   24:13.928   363482     N    0    0    0
   24:14.812   363703     N    0    0    0
   24:15.244   363811     V    0    0    0
   24:16.576   364144     N    0    0    0
   24:17.428   364357     N    0    0    0
   24:18.264   364566     N    0    0    0
   24:19.124   364781     N    0    0    0
   24:19.984   364996     N    0    0    0
   24:20.852   365213     N    0    0    0
   24:21.696   365424     N    0    0    0
   24:22.544   365636     N    0    0    0
   24:23.432   365858     N    0    0    0
   24:24.312   366078     N    0    0    0
   24:25.188   366297     N    0    0    0
   24:26.072   366518     N    0    0    0
   24:26.504   366626     V    0    0    0
   24:27.856   366964     N    0    0    0
   24:28.752   367188     N    0    0    0
   24:29.612   367403     N    0    0    0
   24:30.500   367625     N    0    0    0
   24:31.364   367841     N    0    0    0
   24:32.244   368061     N    0    0    0
   24:33.108   368277     N    0    0    0
   24:33.964   368491     N    0    0    0
   24:34.856   368714     N    0    0    0
   24:35.752   368938     N    0    0    0
   24:36.640   369160     N    0    0    0
   24:37.516   369379     N    0    0    0
   24:37.936   369484     V    0    0    0
   24:39.268   369817     N    0    0    0
   24:40.152   370038     N    0    0    0
   24:40.996   370249     N    0    0    0
   24:41.844   370461     N    0    0    0
   24:42.700   370675     N    0    0    0
   24:43.548   370887     N    0    0    0
   24:44.400   371100     N    0    0    0
   24:45.240   371310     N    0    0    0
   24:46.100   371525     N    0    0    0
   24:46.980   371745     N    0    0    0
   24:47.860   371965     N    0    0    0
   24:48.740   372185     N    0    0    0
   24:49.168   372292     V    0    0    0
   24:50.480   372620     N    0    0    0
   24:51.364   372841     N    0    0    0
   24:52.212   373053     N    0    0    0
   24:53.052   373263     N    0    0    0
   24:53.900   373475     N    0    0    0
   24:54.756   373689     N    0    0    0
   24:55.604   373901     N    0    0    0
   24:56.448   374112     N    0    0    0
   24:57.324   374331     N    0    0    0
   24:58.228   374557     N    0    0    0
   24:59.140   374785     N    0    0    0
   25:00.024   375006     N    0    0    0
   25:00.460   375115     V    0    0    0
   25:01.816   375454     N    0    0    0
   25:02.728   375682     N    0    0    0
   25:03.608   375902     N    0    0    0
   25:04.464   376116     N    0    0    0
   25:05.316   376329     N    0    0    0
   25:06.180   376545     N    0    0    0
   25:07.036   376759     N    0    0    0
   25:07.892   376973     N    0    0    0
   25:08.748   377187     N    0    0    0
   25:09.192   377298     V    0    0    0
   25:10.488   377622     N    0    0    0
   25:11.368   377842     N    0    0    0
   25:12.228   378057     N    0    0    0
   25:13.084   378271     N    0    0    0
   25:13.952   378488     N    0    0    0
   25:14.816   378704     N    0    0    0
   25:15.672   378918     N    0    0    0
   25:16.532   379133     N    0    0    0
   25:17.404   379351     N    0    0    0
   25:18.276   379569     N    0    0    0
   25:19.164   379791     N    0    0    0
   25:20.028   380007     N    0    0    0
   25:20.428   380107     V    0    0    0
   25:21.728   380432     N    0    0    0
   25:22.592   380648     N    0    0    0
   25:23.440   380860     N    0    0    0
   25:24.284   381071     N    0    0    0
   25:25.116   381279     N    0    0    0
   25:25.960   381490     N    0    0    0
   25:26.816   381704     N    0    0    0
   25:27.664   381916     N    0    0    0
   25:28.536   382134     N    0    0    0
   25:28.972   382243     V    0    0    0
   25:30.316   382579     N    0    0    0
   25:31.192   382798     N    0    0    0
   25:32.068   383017     N    0    0    0
   25:32.952   383238     N    0    0    0
   25:33.828   383457     N    0    0    0
   25:34.692   383673     N    0    0    0
   25:35.580   383895     N    0    0    0
   25:36.488   384122     N    0    0    0
   25:37.420   384355     N    0    0    0
   25:38.340   384585     N    0    0    0
   25:39.256   384814     N    0    0    0
   25:40.208   385052     N    0    0    0
   25:41.176   385294     N    0    0    0
   25:42.124   385531     N    0    0    0
   25:43.052   385763     N    0    0    0
   25:43.484   385871     V    0    0    0
   25:44.864   386216     N    0    0    0
   25:45.756   386439     N    0    0    0
   25:46.628   386657     N    0    0    0
   25:47.484   386871     N    0    0    0
   25:48.328   387082     N    0    0    0
   25:49.184   387296     N    0    0    0
   25:50.028   387507     N    0    0    0
   25:50.872   387718     N    0    0    0
   25:51.744   387936     N    0    0    0
   25:52.616   388154     N    0    0    0
   25:53.504   388376     N    0    0    0
   25:54.376   388594     N    0    0    0
   25:55.268   388817     N    0    0    0
   25:56.188   389047     N    0    0    0
   25:57.132   389283     N    0    0    0
   25:58.044   389511     N    0    0    0
   25:59.012   389753     N    0    0    0
   25:59.980   389995     N    0    0    0
   26:00.908   390227     N    0    0    0
   26:01.804   390451     N    0    0    0
   26:02.228   390557     V    0    0    0
   26:03.528   390882     N    0    0    0
   26:04.336   391084     N    0    0    0
   26:05.148   391287     N    0    0    0
   26:05.900   391475     N    0    0    0
   26:06.660   391665     N    0    0    0
   26:07.420   391855     N    0    0    0
   26:08.148   392037     N    0    0    0
   26:08.888   392222     N    0    0    0
   26:09.628   392407     N    0    0    0
   26:10.380   392595     N    0    0    0
   26:11.100   392775     N    0    0    0
   26:11.804   392951     N    0    0    0
   26:12.496   393124     N    0    0    0
   26:13.204   393301     N    0    0    0
   26:13.892   393473     N    0    0    0
   26:14.576   393644     N    0    0    0
   26:15.252   393813     N    0    0    0
   26:15.944   393986     N    0    0    0
   26:16.636   394159     N    0    0    0
   26:17.316   394329     N    0    0    0
   26:18.000   394500     N    0    0    0
   26:18.672   394668     N    0    0    0
   26:19.084   394771     V    0    0    0
   26:20.036   395009     N    0    0    0
   26:20.696   395174     N    0    0    0
   26:21.356   395339     N    0    0    0
   26:21.996   395499     N    0    0    0
   26:22.636   395659     N    0    0    0
   26:23.268   395817     N    0    0    0
   26:23.908   395977     N    0    0    0
   26:24.532   396133     N    0    0    0
   26:25.140   396285     N    0    0    0
   26:25.756   396439     N    0    0    0
   26:26.368   396592     N    0    0    0
   26:26.972   396743     N    0    0    0
   26:27.576   396894     N    0    0    0
   26:28.176   397044     N    0    0    0
   26:28.768   397192     N    0    0    0
   26:29.372   397343     N    0    0    0
   26:29.952   397488     N    0    0    0
   26:30.552   397638     N    0    0    0
   26:31.156   397789     N    0    0    0
   26:31.772   397943     N    0    0    0
   26:32.372   398093     N    0    0    0
   26:32.988   398247     N    0    0    0
   26:33.600   398400     N    0    0    0
   26:34.216   398554     N    0    0    0
   26:34.836   398709     N    0    0    0
   26:35.468   398867     N    0    0    0
   26:36.088   399022     N    0    0    0
   26:36.720   399180     N    0    0    0
   26:37.356   399339     N    0    0    0
   26:37.752   399438     V    0    0    0
   26:38.448   399612     V    0    0    0
   26:39.312   399828     N    0    0    0
   26:39.976   399994     N    0    0    0
   26:40.620   400155     N    0    0    0
   26:41.252   400313     N    0    0    0
   26:41.884   400471     N    0    0    0
   26:42.524   400631     N    0    0    0
   26:43.156   400789     N    0    0    0
   26:43.788   400947     N    0    0    0
   26:44.424   401106     N    0    0    0
   26:45.052   401263     N    0    0    0
   26:45.680   401420     N    0    0    0
   26:46.320   401580     N    0    0    0
   26:46.972   401743     N    0    0    0
   26:47.612   401903     N    0    0    0
   26:48.264   402066     N    0    0    0
   26:48.916   402229     N    0    0    0
   26:49.584   402396     N    0    0    0
   26:50.248   402562     N    0    0    0
   26:50.912   402728     N    0    0    0
